Item type,Authors,Title,Date published
Journal Article,"Tiesinga E,Wubs FW",Multi-level ILU-factorizations for eigenvalue computation and continuation,2000
Journal Article,"Hawkins SC,Spence A",The detection of Hopf bifurcations in discretisations of certain nonlinear partial differential equations,2000
Journal Article,"Li K,Li TY",A root-finding method for eigenproblem,2000
Journal Article,"Chandrasekaran S,Gu M",Fast and stable eigendecomposition of symmetric banded plus semi-separable matrices,2000
Journal Article,"Li RC,Stewart GW",A new relative perturbation theorem for singular subspaces,2000
Journal Article,"Chu D,De Moor B",On the nonuniqueness of the factorization factors in the product singular value decomposition,2000
Journal Article,Dopico F,A note on $\sin \Theta $ theorems for singular subspace variations,2000
Journal Article,"Egana J,Soto RL",On the numerical reconstruction of a spring-mass system from its natural frequencies,2000
Journal Article,"Jia Z,Elsner L",Improving eigenvectors in Arnoldi's method,2000
Journal Article,Mitin AV,New methods for calculations of the lowest eigenvalues of the real symmetric generalized eigenvalue problem,2000
Journal Article,"Andrew AL,Tan RC",Iterative computation of derivatives of repeated eigenvalues and the corresponding eigenvectors,2000
Journal Article,"Simon H,Zha H",Low-rank matrix approximation using the Lanczos bidiagonalization process with applications,2000
Journal Article,Ng M,Preconditioned Lanczos methods for the minimum eigenvalue of a symmetric positive definite Toeplitz matrix,2000
Journal Article,"Jeannerod CP,Maillard N",Using computer algebra to diagonalize some Kane matrices,2000
Journal Article,"Driessel KR,Henzel IR",On computing eigenvalues and double bracket algebras,2000
Journal Article,Tisseur F,Backward error and condition of polynomial eigenvalue problems,2000
Journal Article,"Braconnier T,Langlois P,Rioual JC",The influence of orthogonality on the Arnoldi method,2000
Journal Article,"Golub G,Zhang Z,Zha H",Large sparse symmetric eigenvalue problems with homogeneous linear constraints: the Lanczos process with inner-outer iterations,2000
Journal Article,"Chen TY,Demmel J",Balancing sparse matrices for computing eigenvalues,2000
Journal Article,"Parlett B,Marques O",An implementation of the dqds algorithm (positive case),2000
Journal Article,"Drmac Z,Veselic K",Approximate eigenvectors as preconditioner,2000
Journal Article,"Parlett B,Dhillon I",Relatively robust representations of symmetric tridiagonals,2000
Journal Article,"Singer S,Singer S",Rounding-error and perturbation bounds for the indefinite $QR$ factorization,2000
Journal Article,Veselic K,Perturbation theory for the eigenvalues of factorised symmetric matrices,2000
Journal Article,"Chaitin-Chatelin F,Toumazou V,Traviesas E",Accuracy assessment for eigencomputations: variety of backward errors and pseudospectra,2000
Journal Article,"Slapnicar I,Truhar N",Relative perturbation theory for hyperbolic eigenvalue problem,2000
Journal Article,"Barlow JL,Slapnicar I",Optimal perturbation bounds for the Hermitian eigenvalue problem,2000
Journal Article,"Dopico F,Moro J,Molera JM",Weyl-type relative perturbation bounds for eigensystems of Hermitian matrices,2000
Book,,Proceedings of the International Workshop on Accurate Solution of Eigenvalue Problems,2000
Journal Article,Li RC,Relative perturbation theory. IV. $\sin 2\theta $ theorems,2000
Journal Article,"Bergamaschi L,Pini G,Sartoretto F",Approximate inverse preconditioning in the parallel solution of sparse eigenproblems,2000
Journal Article,"Elgindi MB,Kharab A",The quadratic method for computing the eigenpairs of a matrix,2000
Journal Article,"Andrisani E,Di Lena G",An improved dqds type algorithm,2000
Journal Article,"Moran KM,Cicci DA",Sensitivity of ridge-type estimation methods to condition number,2000
Journal Article,"Zhang Z,Zhang ZN",Some considerations on subspace iteration,2000
Journal Article,Boumenir A,Computing eigenvalues of the string by sampling,2000
Journal Article,Chu MT,A fast recursive algorithm for constructing matrices with prescribed eigenvalues and singular values,2000
Journal Article,"Cawood ME,Cox CL",Perturbation analysis for eigenstructure assignment of linear multi-input systems,2000
Journal Article,Hori G,Isospectral gradient flows for non-symmetric eigenvalue problem,2000
Journal Article,"Robbe M,Sadkane M",Discrete-time Lyapunov stability of large matrices,2000
Journal Article,"Sundar S,Bhagavan BK",Generalized eigenvalue problems: Lanczos algorithm with a recursive partitioning method,2000
Journal Article,Gu M,New methods for estimating the distance to uncontrollability,2000
Journal Article,"Bohnhorst B,Bunse-Gerstner A,Fassbender H",On the perturbation theory for unitary eigenvalue problems,2000
Journal Article,Abdel-Aziz MR,Convexity analysis of the largest dependent eigenvalue functions of eigensystems,2000
Journal Article,"Schwetlick H,Loesche R",A generalized Rayleigh quotient iteration for computing simple eigenvalues of nonnormal matrices,2000
Journal Article,"Lemarechal C,Oustry F",Nonsmooth algorithms to solve semidefinite programs,2000
Journal Article,Serra Capizzano S,The analysis of a Chebyshev problem via spectral matrix theory,2000
Journal Article,Jia Z,A refined subspace iteration algorithm for large sparse eigenproblems,2000
Journal Article,"Bezerra LH,Tomei C",Spectral transformation algorithms for computing unstable modes,1999
Journal Article,"Grosser B,Lang B",Using pentangular factorizations for the reduction to banded form,1999
Journal Article,"Onciulescu I,Pletea AL",An algorithm for a direct computation of a Jordan basis in an $n$-dimensional vector space,1999
Journal Article,Adilov GR,On the norms and leading eigen-values of non-negative matrices of large dimension,1999
Journal Article,"Gansterer WN,Kvasnicka DF,Schwarz K,Ueberhuber CW",Blocking techniques in symmetric eigensolver,
Journal Article,Basermann A,Parallel Jacobi-Davidson methods with iterative preconditioning for the solution of large sparse Hermitian eigenproblems,
Journal Article,"Wu K,Simon H",Parallel efficiency of the Lanczos method for eigenvalue problems,
Journal Article,Trefethen LN,Computation of pseudospectra,1999
Journal Article,"Jeannerod CP,Pfluegel E",A reduction algorithm for matrices depending on a paramete,
Journal Article,"Moritsugu S,Kuriyama K",On multiple zeros of systems of algebraic equations,
Journal Article,"Pan V,Chen Z",The complexity of the matrix eigenproblem,
Journal Article,"Wang X,Zha H",An implicitly restarted bidiagonal Lanczos method for large-scale singular value problems,
Journal Article,"Sleijpen GL,Van der Vorst H,Wubs FW",Preconditioning for eigenproblems,
Journal Article,Van der Vorst H,Subspace iteration methods with preconditioning for eigenvalues of very large matrices,
Book,Hyvoenen S,On the iterative solution of nonnormal problems,1999
Journal Article,"Golub G,Zhang Z,Zha H",Large sparse symmetric eigenvalue problems with homogeneous linear constraints: the Lanczos process with inner-outer iterations,1999
Journal Article,Heinrichs W,Spectral approximation of third-order problems,1999
Journal Article,"Mackens W,Voss H",Computing the minimum eigenvalue of a symmetric positive definite Toeplitz matrix by Newton-type methods,1999
Journal Article,"Hegland M,Kahn M,Osborne M",A parallel algorithm for the reduction to tridiagonal form for eigendecomposition,1999
Journal Article,"Liu SL,Wang SY",Sensitivity analysis of nonnegative irreducible matrices,1999
Journal Article,Hari V,Structure of almost diagonal matrices,1999
Journal Article,"Yu CH,Axelsson O",A modified inverse iteration for a large sparse SPD generalized eigenproblem,1999
Journal Article,Mendlovitz MA,More results on eigenvector saddlepoints and eigenpolynomials,1999
Journal Article,"Zha H,Zhang Z",Matrices with low-rank-plus-shift structure: partial SVD and latent semantic indexing,1999
Journal Article,"Yeung MC,Chan TF",ML$(k)$BiCGSTAB: a BiCGSTAB variant based on multiple Lanczos starting vectors,1999
Journal Article,"Golub G,Milanfar P,Varah J",A stable numerical method for inverting shape from moments,1999
Journal Article,"Luo XG,Li XM",A parallel divide-and-conquer algorithm for solving eigenvalue problem of nonsymmetric matrices,1999
Journal Article,Chiao KP,Inclusion monotonic property of Courant-Fischer minimax characterization on interval eigenproblems for symmetric interval matrices,1999
Journal Article,Oliveira S,On the convergence rate of a preconditioned subspace eigensolver,1999
Journal Article,Huang SK,A new method for estimation of bounds of eigenvalues of a matrix,1999
Journal Article,Khilenko VV,A method for determining the eigenvalues of matrices,1999
Journal Article,"Zhang S,Liu Y,Feng G",The multiplicity of zeros of algebraic system in eigenvalue method,1999
Journal Article,"Pavaloiu I,Catinas E",Remarks on some Newton and Chebyshev-type methods for approximation eigenvalues and eigenvectors of matrices,1999
Journal Article,Smoch L,Some results about GMRES in the singular case,1999
Journal Article,Bulgak H,"Pseudoeigenvalues, spectral portrait of a matrix and their connections with different criteria of stability",1999
Journal Article,Dai H,Numerical methods for solving multiparameter eigenvalue problems,1999
Journal Article,"Xue CF,Zhou SQ",A parallel homotopy-determinant algorithm for nonsymmetric generalized eigenvalue problems,1999
Journal Article,"Cheng SH,Higham NJ",The nearest definite pair for the Hermitian generalized eigenvalue problem,1999
Journal Article,"Zhang L,Zheng HR,Xie JL,Wang W",Fast Cholesky factorization algorithm for s.p.d block-Toeplitz matrices,1999
Journal Article,Zhang YH,A note on the sufficient conditions for the solvability of general algebraic inverse eigenvalue problems,1999
Journal Article,Toledo S,A survey of out-of-core algorithms in numerical linear algebra,1999
Journal Article,Uhlig F,General polynomial roots and their multiplicities in $O(n)$ memory and $O(n^2)$ time,1999
Journal Article,"Pan V,Linzer E",Bisection acceleration for the symmetric tridiagonal eigenvalue problem,1999
Journal Article,Veselic K,A note on the pivoted symmetric $LR$ iteration,1999
Journal Article,"Truhar N,Slapnicar I",Relative perturbation bound for invariant subspaces of graded indefinite Hermitian matrices,1999
Journal Article,"Calvetti D,Reichel L",A block-Lanczos method for large continuation problems,1999
Journal Article,"Demmel J,Gu M,Eisenstat S,Slapnicar I,Veselic K,Drmac Z",Computing the singular value decomposition with high relative accuracy,1999
Journal Article,Liu XG,On Rayleigh quotient matrices: theory and applications,1999
Journal Article,Liao AP,On the least squares problem of a matrix equation,1999
Journal Article,Grund F,Direct linear solvers for vector and parallel computers,1999
Journal Article,"Harrar David L II,Osborne M",Solving large-scale eigenvalue problems on vector parallel processors,1999
Journal Article,"Gimenez D,Jimenez C,Majado MJ,Marin N,Martin A",Solving eigenvalue problems on networks of processors,1999
Journal Article,Basermann A,Parallel preconditioned solvers for large sparse Hermitian eigenproblems,1999
Journal Article,"Nool M,Van der Ploeg A",Parallel Jacobi-Davidson for solving generalized eigenvalue problems,1999
Journal Article,"Gimenez D,Hernandez V,Vidal AM",A unified approach to parallel block-Jacobi methods for the symmetric eigenvalue problem,1999
Journal Article,"Gansterer WN,Kvasnicka DF,Ueberhuber CW",Multi-sweep algorithms for the symmetric eigenproblem,1999
Journal Article,"Bai Z,Golub G",Some unusual eigenvalue problems (invited talk),1999
Journal Article,Lu H,Stair matrices and their generalizations with applications to iterative methods. I. A generalization of the successive overrelaxation method,1999
Journal Article,"Jauslin HR,Govin M,Cibils M",Domains of convergence of KAM type iterations for eigenvalue problems,1999
Journal Article,"Lei SL,Kou KI,Jin X",Preconditioners for ill-conditioned block Toeplitz systems with application in image restoration,1999
Journal Article,Yang T,Theoretical error bounds on the convergence of the Lanczos and block-Lanczos methods,1999
